CVE,Module,Type,Rank,Has_Check,Has_Vulhub,Success_Probability,Platform
CVE-2009-3861,exploits/windows/fileformat/safenet_softremote_groupname,exploits,Good,False,False,0.75,win
CVE-2009-3953,exploits/windows/fileformat/adobe_u3d_meshdecl,exploits,Good,False,False,0.75,win
CVE-2009-4324,exploits/windows/fileformat/adobe_media_newplayer,exploits,Good,False,False,0.75,win
CVE-2009-4484,exploits/linux/mysql/mysql_yassl_getname,exploits,Good,False,False,0.75,linux
CVE-2010-0033,exploits/windows/fileformat/ms10_004_textbytesatom,exploits,Good,False,False,0.75,win
CVE-2010-0188,exploits/windows/fileformat/adobe_libtiff,exploits,Good,False,False,0.75,win
CVE-2010-0805,exploits/windows/browser/ms10_018_ie_tabular_activex,exploits,Good,False,False,0.75,win
CVE-2010-0806,exploits/windows/browser/ms10_018_ie_behaviors,exploits,Good,False,False,0.75,win
CVE-2010-10014,exploits/windows/ftp/odin_list_reply,exploits,Good,False,False,0.75,win
CVE-2010-1318,exploits/windows/misc/agentxpp_receive_agentx,exploits,Good,False,False,0.75,win
CVE-2010-1681,exploits/windows/fileformat/visio_dxf_bof,exploits,Good,False,False,0.75,win
CVE-2010-1799,exploits/windows/browser/apple_quicktime_smil_debug,exploits,Good,False,False,0.75,win
CVE-2010-1870,exploits/multi/http/struts_code_exec,exploits,Good,False,False,0.75,win
CVE-2010-20007,exploits/windows/ftp/seagull_list_reply,exploits,Good,False,False,0.75,win
CVE-2010-20034,exploits/windows/ftp/gekkomgr_list_reply,exploits,Good,False,False,0.75,win
CVE-2010-20045,exploits/windows/ftp/filewrangler_list_reply,exploits,Good,False,False,0.75,win
CVE-2010-20049,exploits/windows/ftp/leapftp_list_reply,exploits,Good,False,False,0.75,win
CVE-2010-20107,exploits/windows/ftp/ftpsynch_list_reply,exploits,Good,False,False,0.75,win
CVE-2010-20108,exploits/windows/ftp/ftppad_list_reply,exploits,Good,False,False,0.75,win
CVE-2010-20123,exploits/windows/fileformat/mymp3player_m3u,exploits,Good,False,False,0.75,win
CVE-2010-2063,exploits/linux/samba/chain_reply,exploits,Good,False,False,0.75,linux
CVE-2010-3275,exploits/windows/browser/vlc_amv,exploits,Good,False,False,0.75,win
CVE-2010-3962,exploits/windows/browser/ms10_090_ie_css_clip,exploits,Good,False,False,0.75,win
CVE-2010-3971,exploits/windows/browser/ms11_003_ie_css_import,exploits,Good,False,False,0.75,win
CVE-2010-4740,exploits/windows/fileformat/bacnet_csv,exploits,Good,False,False,0.75,win
CVE-2011-0257,exploits/windows/fileformat/apple_quicktime_pnsize,exploits,Good,False,False,0.75,win
CVE-2011-0499,exploits/windows/fileformat/videospirit_visprj,exploits,Good,False,False,0.75,win
CVE-2011-0500,exploits/windows/fileformat/videospirit_visprj,exploits,Good,False,False,0.75,win
CVE-2011-0531,exploits/windows/fileformat/vlc_webm,exploits,Good,False,False,0.75,win
CVE-2011-0609,exploits/windows/browser/adobe_flashplayer_avm,exploits,Good,False,False,0.75,win
CVE-2011-10015,exploits/windows/fileformat/cytel_studio_cy3,exploits,Good,False,False,0.75,win
CVE-2011-10016,exploits/windows/fileformat/real_networks_netzip_bof,exploits,Good,False,False,0.75,win
CVE-2011-10021,exploits/windows/fileformat/magix_musikmaker_16_mmm,exploits,Good,False,False,0.75,win
CVE-2011-10023,exploits/windows/fileformat/mjm_quickplayer_s3m,exploits,Good,False,False,0.75,win
CVE-2011-10024,exploits/windows/fileformat/mjm_coreplayer2011_s3m,exploits,Good,False,False,0.75,win
CVE-2011-1213,exploits/windows/fileformat/lotusnotes_lzh,exploits,Good,False,False,0.75,win
CVE-2011-1220,exploits/windows/http/ibm_tivoli_endpoint_bof,exploits,Good,False,False,0.75,win
CVE-2011-1567,exploits/windows/scada/igss9_igssdataserver_listall,exploits,Good,False,False,0.75,win
CVE-2011-1591,exploits/windows/fileformat/wireshark_packet_dect,exploits,Good,False,False,0.75,win
CVE-2011-1591,exploits/windows/misc/wireshark_packet_dect,exploits,Good,False,False,0.75,win
CVE-2011-1865,exploits/windows/misc/hp_omniinet_4,exploits,Good,False,False,0.75,win
CVE-2011-2089,exploits/windows/scada/iconics_webhmi_setactivexguid,exploits,Good,False,False,0.75,win
CVE-2011-2595,exploits/windows/fileformat/acdsee_fotoslate_string,exploits,Good,False,False,0.75,win
CVE-2011-3492,exploits/windows/scada/daq_factory_bof,exploits,Good,False,False,0.75,win
CVE-2011-3976,exploits/windows/ftp/scriptftp_list,exploits,Good,False,False,0.75,win
CVE-2011-4496,exploits/windows/fileformat/aviosoft_plf_buf,exploits,Good,False,False,0.75,win
CVE-2011-4535,exploits/windows/fileformat/scadaphone_zip,exploits,Good,False,False,0.75,win
CVE-2011-5001,exploits/windows/misc/trendmicro_cmdprocessor_addtask,exploits,Good,False,False,0.75,win
CVE-2011-5052,exploits/windows/misc/stream_down_bof,exploits,Good,False,False,0.75,win
CVE-2011-5124,exploits/windows/misc/bcaaa_bof,exploits,Good,False,False,0.75,win
CVE-2011-5170,exploits/windows/fileformat/ccmplayer_m3u_bof,exploits,Good,False,False,0.75,win
CVE-2012-1889,exploits/windows/browser/msxml_get_definition_code_exec,exploits,Good,False,False,0.75,win
CVE-2012-3260,exploits/multi/http/hp_sitescope_uploadfileshandler,exploits,Good,False,False,0.75,win
CVE-2012-3261,exploits/multi/http/hp_sitescope_uploadfileshandler,exploits,Good,False,False,0.75,win
CVE-2012-4969,exploits/windows/browser/ie_execcommand_uaf,exploits,Good,False,False,0.75,win
CVE-2013-1347,exploits/windows/browser/ie_cgenericelement_uaf,exploits,Good,False,False,0.75,win
CVE-2013-2827,exploits/windows/browser/wellintech_kingscada_kxclientdownload,exploits,Good,False,False,0.75,win
CVE-2014-0514,exploits/android/fileformat/adobe_reader_pdf_js_interface,exploits,Good,False,False,0.75,android
CVE-2014-2299,exploits/windows/fileformat/wireshark_mpeg_overflow,exploits,Good,False,False,0.75,win
CVE-2014-6332,exploits/windows/browser/ms14_064_ole_code_execution,exploits,Good,False,False,0.75,win
CVE-2014-8440,exploits/windows/browser/adobe_flash_uncompress_zlib_uninitialized,exploits,Good,False,False,0.75,win
CVE-2016-4669,exploits/apple_ios/browser/safari_jit,exploits,Good,False,False,0.75,apple_ios
CVE-2017-14016,exploits/windows/scada/advantech_webaccess_webvrpcs_bof,exploits,Good,False,False,0.75,win
CVE-2017-18044,exploits/windows/misc/commvault_cmd_exec,exploits,Good,False,False,0.75,win
CVE-2017-6465,exploits/windows/ftp/ftpshell51_pwd_reply,exploits,Good,False,False,0.75,win
CVE-2018-4162,exploits/apple_ios/browser/safari_jit,exploits,Good,False,False,0.75,apple_ios
CVE-2019-5619,exploits/windows/ftp/aasync_list_reply,exploits,Good,False,False,0.75,win
CVE-2019-9760,exploits/windows/ftp/ftpgetter_pwd_reply,exploits,Good,False,False,0.75,win
CVE-2022-28381,exploits/windows/misc/cve_2022_28381_allmediaserver_bof,exploits,Good,False,False,0.75,win
CVE-2023-22952,exploits/multi/http/sugarcrm_webshell_cve_2023_22952,exploits,Good,False,False,0.75,"unix, linux, php"
CVE-2025-34107,exploits/windows/ftp/winaxe_server_ready,exploits,Good,False,False,0.75,win
CVE-2014-0160,auxiliary/scanner/ssl/openssl_heartbleed,auxiliary,Normal,True,True,0.6,
CVE-2014-6271,auxiliary/scanner/http/apache_mod_cgi_bash_env,auxiliary,Normal,True,True,0.6,
CVE-2014-6271,exploits/osx/local/vmware_bash_function_root,exploits,Normal,True,True,0.6,osx
CVE-2015-5531,auxiliary/scanner/http/elasticsearch_traversal,auxiliary,Normal,True,True,0.6,
CVE-2016-10134,auxiliary/gather/zabbix_toggleids_sqli,auxiliary,Normal,True,True,0.6,
CVE-2017-12149,auxiliary/scanner/http/jboss_vulnscan,auxiliary,Normal,True,True,0.6,
CVE-2017-12635,auxiliary/scanner/couchdb/couchdb_enum,auxiliary,Normal,True,True,0.6,
CVE-2018-10933,auxiliary/scanner/ssh/libssh_auth_bypass,auxiliary,Normal,True,True,0.6,
CVE-2018-15473,auxiliary/scanner/ssh/ssh_enumusers,auxiliary,Normal,True,True,0.6,
CVE-2019-11043,exploits/multi/http/php_fpm_rce,exploits,Normal,True,True,0.6,php
CVE-2019-5418,auxiliary/gather/rails_doubletap_file_read,auxiliary,Normal,True,True,0.6,
CVE-2020-17519,auxiliary/scanner/http/apache_flink_jobmanager_traversal,auxiliary,Normal,True,True,0.6,
CVE-2020-1938,auxiliary/admin/http/tomcat_ghostcat,auxiliary,Normal,True,True,0.6,
CVE-2021-28164,auxiliary/gather/jetty_web_inf_disclosure,auxiliary,Normal,True,True,0.6,
CVE-2021-34429,auxiliary/gather/jetty_web_inf_disclosure,auxiliary,Normal,True,True,0.6,
CVE-2021-43798,auxiliary/scanner/http/grafana_plugin_traversal,auxiliary,Normal,True,True,0.6,
CVE-2023-22515,auxiliary/admin/http/atlassian_confluence_auth_bypass,auxiliary,Normal,True,True,0.6,
CVE-2023-23752,auxiliary/scanner/http/joomla_api_improper_access_checks,auxiliary,Normal,True,True,0.6,
CVE-2023-27524,auxiliary/gather/apache_superset_cookie_sig_priv_esc,auxiliary,Normal,True,True,0.6,
CVE-2024-23897,auxiliary/gather/jenkins_cli_ampersand_arbitrary_file_read,auxiliary,Normal,True,True,0.6,
CVE-1978-1234,exploits/example,exploits,Normal,True,False,0.55,win
CVE-1978-1234,exploits/example_linux_priv_esc,exploits,Normal,True,False,0.55,linux
CVE-1978-1234,exploits/example_webapp,exploits,Normal,True,False,0.55,python
CVE-1999-0504,auxiliary/scanner/smb/psexec_loggedin_users,auxiliary,Normal,True,False,0.55,
CVE-1999-0526,auxiliary/gather/x11_keyboard_spy,auxiliary,Normal,True,False,0.55,
CVE-1999-1510,exploits/windows/ftp/bison_ftp_bof,exploits,Normal,True,False,0.55,win
CVE-2002-1142,exploits/windows/iis/ms02_065_msadc,exploits,Normal,True,False,0.55,win
CVE-2004-0363,exploits/windows/browser/nis2004_antispam,exploits,Normal,True,False,0.55,win
CVE-2004-1626,exploits/windows/ftp/ability_server_stor,exploits,Normal,True,False,0.55,win
CVE-2004-2086,exploits/windows/http/sambar6_search_results,exploits,Normal,True,False,0.55,win
CVE-2004-2111,exploits/windows/ftp/servu_chmod,exploits,Normal,True,False,0.55,win
CVE-2005-0581,exploits/windows/license/calicserv_getconfig,exploits,Normal,True,False,0.55,win
CVE-2006-0441,exploits/windows/ftp/sami_ftpd_user,exploits,Normal,True,False,0.55,win
CVE-2006-2212,exploits/windows/ftp/sami_ftpd_user,exploits,Normal,True,False,0.55,win
CVE-2006-2369,auxiliary/admin/vnc/realvnc_41_bypass,auxiliary,Normal,True,False,0.55,
CVE-2006-5198,exploits/windows/browser/winzip_fileview,exploits,Normal,True,False,0.55,win
CVE-2006-6707,exploits/windows/browser/mcafeevisualtrace_tracetarget,exploits,Normal,True,False,0.55,win
CVE-2007-0325,exploits/windows/browser/trendmicro_officescan,exploits,Normal,True,False,0.55,win
CVE-2007-1373,exploits/windows/imap/mercury_login,exploits,Normal,True,False,0.55,win
CVE-2007-1559,exploits/windows/browser/roxio_cineplayer,exploits,Normal,True,False,0.55,win
CVE-2007-1682,exploits/windows/browser/softartisans_getdrivename,exploits,Normal,True,False,0.55,win
CVE-2007-1819,exploits/windows/browser/hpmqc_progcolor,exploits,Normal,True,False,0.55,win
CVE-2007-2238,exploits/windows/browser/mswhale_checkforupdates,exploits,Normal,True,False,0.55,win
CVE-2007-2918,exploits/windows/browser/logitechvideocall_start,exploits,Normal,True,False,0.55,win
CVE-2007-2919,exploits/windows/browser/ebook_flipviewer_fviewerloading,exploits,Normal,True,False,0.55,win
CVE-2007-3435,exploits/windows/browser/barcode_ax49,exploits,Normal,True,False,0.55,win
CVE-2007-3605,exploits/windows/browser/enjoysapgui_preparetoposthtml,exploits,Normal,True,False,0.55,win
CVE-2007-4466,exploits/windows/browser/ea_checkrequirements,exploits,Normal,True,False,0.55,win
CVE-2007-4474,exploits/windows/browser/ibmlotusdomino_dwa_uploadmodule,exploits,Normal,True,False,0.55,win
CVE-2007-4475,exploits/windows/browser/sapgui_saveviewtosessionfile,exploits,Normal,True,False,0.55,win
CVE-2007-4515,exploits/windows/browser/yahoomessenger_fvcom,exploits,Normal,True,False,0.55,win
CVE-2007-4607,exploits/windows/browser/oracle_dc_submittoexpress,exploits,Normal,True,False,0.55,win
CVE-2007-4915,auxiliary/admin/http/intersil_pass_reset,auxiliary,Normal,True,False,0.55,
CVE-2007-5107,exploits/windows/browser/ask_shortformat,exploits,Normal,True,False,0.55,win
CVE-2007-5217,exploits/windows/browser/kazaa_altnet_heap,exploits,Normal,True,False,0.55,win
CVE-2007-5601,exploits/windows/browser/realplayer_import,exploits,Normal,True,False,0.55,win
CVE-2007-5603,exploits/windows/browser/sonicwall_addrouteentry,exploits,Normal,True,False,0.55,win
CVE-2007-5660,exploits/windows/browser/macrovision_downloadandexecute,exploits,Normal,True,False,0.55,win
CVE-2007-5755,exploits/windows/browser/aol_ampx_convertfile,exploits,Normal,True,False,0.55,win
CVE-2007-5779,exploits/windows/browser/gom_openurl,exploits,Normal,True,False,0.55,win
CVE-2007-6016,exploits/windows/browser/symantec_backupexec_pvcalendar,exploits,Normal,True,False,0.55,win
CVE-2007-6507,auxiliary/admin/serverprotect/file,auxiliary,Normal,True,False,0.55,
CVE-2008-0492,exploits/windows/browser/hp_loadrunner_addfile,exploits,Normal,True,False,0.55,win
CVE-2008-0935,exploits/windows/browser/novelliprint_executerequest,exploits,Normal,True,False,0.55,win
CVE-2008-0955,exploits/windows/browser/creative_software_cachefolder,exploits,Normal,True,False,0.55,win
CVE-2008-1309,exploits/windows/browser/realplayer_console,exploits,Normal,True,False,0.55,win
CVE-2008-1447,auxiliary/spoof/dns/bailiwicked_domain,auxiliary,Normal,True,False,0.55,
CVE-2008-1447,auxiliary/spoof/dns/bailiwicked_host,auxiliary,Normal,True,False,0.55,
CVE-2008-1472,exploits/windows/browser/ca_brightstor_addcolumn,exploits,Normal,True,False,0.55,win
CVE-2008-2286,exploits/windows/misc/altiris_ds_sqli,exploits,Normal,True,False,0.55,win
CVE-2008-2908,exploits/windows/browser/novelliprint_getdriversettings,exploits,Normal,True,False,0.55,win
CVE-2008-3008,exploits/windows/browser/ms08_053_mediaencoder,exploits,Normal,True,False,0.55,win
CVE-2008-3273,auxiliary/scanner/http/jboss_vulnscan,auxiliary,Normal,True,False,0.55,
CVE-2008-3704,exploits/windows/browser/ms08_070_visual_studio_msmask,exploits,Normal,True,False,0.55,win
CVE-2008-4384,exploits/windows/browser/lpviewer_url,exploits,Normal,True,False,0.55,win
CVE-2008-5161,auxiliary/scanner/ssh/ssh_version,auxiliary,Normal,True,False,0.55,
CVE-2008-5492,exploits/windows/browser/verypdf_pdfview,exploits,Normal,True,False,0.55,win
CVE-2008-5711,exploits/windows/browser/facebook_extractiptc,exploits,Normal,True,False,0.55,win
CVE-2009-0075,exploits/windows/browser/ms09_002_memory_corruption,exploits,Normal,True,False,0.55,win
CVE-2009-0187,exploits/windows/browser/orbit_connecting,exploits,Normal,True,False,0.55,win
CVE-2009-0215,exploits/windows/browser/ibmegath_getxmlvalue,exploits,Normal,True,False,0.55,win
CVE-2009-1534,exploits/windows/browser/ms09_043_owc_htmlurl,exploits,Normal,True,False,0.55,win
CVE-2009-1612,exploits/windows/browser/baofeng_storm_onbeforevideodownload,exploits,Normal,True,False,0.55,win
CVE-2009-3031,exploits/windows/browser/symantec_consoleutilities_browseandsavefile,exploits,Normal,True,False,0.55,win
CVE-2009-3033,exploits/windows/browser/symantec_altirisdeployment_runcmd,exploits,Normal,True,False,0.55,win
CVE-2010-0356,exploits/windows/browser/viscom_movieplayer_drawtext,exploits,Normal,True,False,0.55,win
CVE-2010-0738,auxiliary/scanner/http/jboss_vulnscan,auxiliary,Normal,True,False,0.55,
CVE-2010-0738,auxiliary/scanner/sap/sap_icm_urlscan,auxiliary,Normal,True,False,0.55,
CVE-2010-1428,auxiliary/scanner/http/jboss_vulnscan,auxiliary,Normal,True,False,0.55,
CVE-2010-1429,auxiliary/scanner/http/jboss_vulnscan,auxiliary,Normal,True,False,0.55,
CVE-2010-1527,exploits/windows/browser/novelliprint_callbackurl,exploits,Normal,True,False,0.55,win
CVE-2010-1871,exploits/multi/http/jboss_seam_upload_exec,exploits,Normal,True,False,0.55,java
CVE-2010-20112,exploits/windows/http/amlibweb_webquerydll_app,exploits,Normal,True,False,0.55,win
CVE-2010-2861,auxiliary/scanner/http/coldfusion_locale_traversal,auxiliary,Normal,False,True,0.55,
CVE-2010-3007,exploits/windows/misc/hp_dataprotector_dtbclslogin,exploits,Normal,True,False,0.55,win
CVE-2010-3106,exploits/windows/browser/novelliprint_executerequest_dbg,exploits,Normal,True,False,0.55,win
CVE-2010-3189,exploits/windows/browser/trendmicro_extsetowner,exploits,Normal,True,False,0.55,win
CVE-2010-3407,exploits/windows/lotus/domino_icalendar_organizer,exploits,Normal,True,False,0.55,win
CVE-2010-3653,exploits/windows/browser/adobe_shockwave_rcsl_corruption,exploits,Normal,True,False,0.55,win
CVE-2010-4321,exploits/windows/browser/novelliprint_getdriversettings_2,exploits,Normal,True,False,0.55,win
CVE-2010-5193,exploits/windows/browser/imgeviewer_tifmergemultifiles,exploits,Normal,True,False,0.55,win
CVE-2011-0762,auxiliary/dos/ftp/vsftpd_232,auxiliary,Normal,True,False,0.55,
CVE-2011-3192,auxiliary/dos/http/apache_range_dos,auxiliary,Normal,True,False,0.55,
CVE-2011-3322,exploits/windows/scada/procyon_core_server,exploits,Normal,True,False,0.55,win
CVE-2011-3389,auxiliary/scanner/ssl/ssl_version,auxiliary,Normal,True,False,0.55,
CVE-2011-4040,exploits/windows/smtp/njstar_smtp_bof,exploits,Normal,True,False,0.55,win
CVE-2011-5007,exploits/windows/scada/codesys_web_server,exploits,Normal,True,False,0.55,win
CVE-2012-0002,auxiliary/scanner/rdp/ms12_020_check,auxiliary,Normal,True,False,0.55,
CVE-2012-0432,exploits/linux/misc/novell_edirectory_ncp_bof,exploits,Normal,True,False,0.55,linux
CVE-2012-10023,exploits/windows/ftp/freefloatftp_user,exploits,Normal,True,False,0.55,win
CVE-2012-10053,exploits/windows/http/sws_connection_bof,exploits,Normal,True,False,0.55,win
CVE-2012-10058,exploits/windows/http/rabidhamster_r4_log,exploits,Normal,True,False,0.55,win
CVE-2012-10060,exploits/windows/ssh/sysax_ssh_username,exploits,Normal,True,False,0.55,win
CVE-2012-1182,exploits/linux/samba/setinfopolicy_heap,exploits,Normal,True,False,0.55,
CVE-2012-1465,exploits/windows/http/netdecision_http_bof,exploits,Normal,True,False,0.55,win
CVE-2012-2019,exploits/windows/misc/hp_operations_agent_coda_34,exploits,Normal,True,False,0.55,win
CVE-2012-2020,exploits/windows/misc/hp_operations_agent_coda_8c,exploits,Normal,True,False,0.55,win
CVE-2012-2122,auxiliary/scanner/mysql/mysql_authbypass_hashdump,auxiliary,Normal,False,True,0.55,
CVE-2012-4177,exploits/windows/browser/ubisoft_uplay_cmd_exec,exploits,Normal,True,False,0.55,win
CVE-2012-4554,auxiliary/gather/drupal_openid_xxe,auxiliary,Normal,True,False,0.55,
CVE-2012-4915,exploits/unix/webapp/wp_google_document_embedder_exec,exploits,Normal,True,False,0.55,php
CVE-2012-5002,exploits/windows/ftp/ricoh_dl_bof,exploits,Normal,True,False,0.55,win
CVE-2012-6610,exploits/unix/misc/polycom_hdx_auth_bypass,exploits,Normal,True,False,0.55,unix
CVE-2013-0230,exploits/linux/upnp/miniupnpd_soap_bof,exploits,Normal,True,False,0.55,linux
CVE-2013-0680,exploits/windows/http/cogent_datahub_request_headers_bof,exploits,Normal,True,False,0.55,win
CVE-2013-10042,exploits/windows/ftp/freeftpd_pass,exploits,Normal,True,False,0.55,win
CVE-2013-1775,exploits/osx/local/sudo_password_bypass,exploits,Normal,True,False,0.55,osx
CVE-2013-2333,exploits/windows/misc/hp_dataprotector_crs,exploits,Normal,True,False,0.55,win
CVE-2013-2343,exploits/linux/misc/hp_vsa_login_bof,exploits,Normal,True,False,0.55,linux
CVE-2013-2492,exploits/windows/misc/fb_cnct_group,exploits,Normal,True,False,0.55,win
CVE-2013-2566,auxiliary/scanner/ssl/ssl_version,auxiliary,Normal,True,False,0.55,
CVE-2013-3336,auxiliary/gather/coldfusion_pwd_props,auxiliary,Normal,True,False,0.55,
CVE-2013-3522,auxiliary/gather/vbulletin_vote_sqli,auxiliary,Normal,True,False,0.55,
CVE-2013-3563,exploits/windows/misc/lianja_db_net,exploits,Normal,True,False,0.55,win
CVE-2013-3621,auxiliary/scanner/http/smt_ipmi_cgi_scanner,auxiliary,Normal,True,False,0.55,
CVE-2013-3623,auxiliary/scanner/http/smt_ipmi_cgi_scanner,auxiliary,Normal,True,False,0.55,
CVE-2013-3975,auxiliary/gather/ibm_sametime_enumerate_users,auxiliary,Normal,True,False,0.55,
CVE-2013-3977,auxiliary/gather/ibm_sametime_room_brute,auxiliary,Normal,True,False,0.55,
CVE-2013-3982,auxiliary/gather/ibm_sametime_version,auxiliary,Normal,True,False,0.55,
CVE-2013-3986,auxiliary/dos/misc/ibm_sametime_webplayer_dos,auxiliary,Normal,True,False,0.55,
CVE-2013-4450,auxiliary/dos/http/nodejs_pipelining,auxiliary,Normal,True,False,0.55,
CVE-2013-4730,exploits/windows/ftp/pcman_put,exploits,Normal,True,False,0.55,win
CVE-2013-4730,exploits/windows/ftp/pcman_stor,exploits,Normal,True,False,0.55,win
CVE-2013-7389,exploits/linux/http/dlink_authentication_cgi_bof,exploits,Normal,True,False,0.55,linux
CVE-2013-7389,exploits/linux/http/dlink_hedwig_cgi_bof,exploits,Normal,True,False,0.55,linux
CVE-2014-0160,auxiliary/server/openssl_heartbeat_client_memory,auxiliary,Normal,False,True,0.55,
CVE-2014-0763,auxiliary/admin/scada/advantech_webaccess_dbvisitor_sqli,auxiliary,Normal,True,False,0.55,
CVE-2014-0782,exploits/windows/scada/yokogawa_bkesimmgr_bof,exploits,Normal,True,False,0.55,win
CVE-2014-0784,exploits/windows/scada/yokogawa_bkbcopyd_bof,exploits,Normal,True,False,0.55,win
CVE-2014-125117,exploits/linux/http/dlink_dspw215_info_cgi_bof,exploits,Normal,True,False,0.55,linux
CVE-2014-125122,auxiliary/admin/http/linksys_tmunblock_admin_reset_bof,auxiliary,Normal,True,False,0.55,
CVE-2014-1635,exploits/linux/http/belkin_login_bof,exploits,Normal,True,False,0.55,linux
CVE-2014-1812,auxiliary/scanner/smb/smb_enum_gpp,auxiliary,Normal,True,False,0.55,
CVE-2014-2314,exploits/windows/http/jira_collector_traversal,exploits,Normal,True,False,0.55,win
CVE-2014-2624,exploits/linux/misc/hp_nnmi_pmd_bof,exploits,Normal,True,False,0.55,unix
CVE-2014-3566,auxiliary/scanner/ssl/ssl_version,auxiliary,Normal,True,False,0.55,
CVE-2014-3791,exploits/windows/http/efs_fmws_userid_bof,exploits,Normal,True,False,0.55,win
CVE-2014-3913,exploits/windows/http/ericom_access_now_bof,exploits,Normal,True,False,0.55,win
CVE-2014-3936,exploits/linux/http/dlink_hnap_bof,exploits,Normal,True,False,0.55,linux
CVE-2014-4113,exploits/windows/local/ms14_058_track_popup_menu,exploits,Normal,True,False,0.55,win
CVE-2014-4113,exploits/windows/local/ms16_075_reflection,exploits,Normal,True,False,0.55,win
CVE-2014-4671,auxiliary/gather/flash_rosetta_jsonp_url_disclosure,auxiliary,Normal,True,False,0.55,
CVE-2014-5337,auxiliary/scanner/http/wp_mobile_pack_info_disclosure,auxiliary,Normal,True,False,0.55,
CVE-2014-5377,auxiliary/scanner/http/manageengine_deviceexpert_user_creds,auxiliary,Normal,True,False,0.55,
CVE-2014-6271,auxiliary/server/dhclient_bash_env,auxiliary,Normal,False,True,0.55,
CVE-2014-6271,exploits/unix/smtp/qmail_bash_env_exec,exploits,Normal,False,True,0.55,unix
CVE-2014-6278,auxiliary/scanner/http/apache_mod_cgi_bash_env,auxiliary,Normal,True,False,0.55,
CVE-2014-7981,auxiliary/gather/joomla_weblinks_sqli,auxiliary,Normal,True,False,0.55,
CVE-2014-7992,auxiliary/scanner/dlsw/dlsw_leak_capture,auxiliary,Normal,True,False,0.55,
CVE-2014-8270,auxiliary/scanner/http/bmc_trackit_passwd_reset,auxiliary,Normal,True,False,0.55,
CVE-2014-8361,exploits/linux/http/dlink_upnp_exec_noauth,exploits,Normal,True,False,0.55,linux
CVE-2014-8361,exploits/linux/http/realtek_miniigd_upnp_exec_noauth,exploits,Normal,True,False,0.55,linux
CVE-2014-8423,exploits/linux/http/vap2500_tools_command_exec,exploits,Normal,True,False,0.55,unix
CVE-2014-8424,exploits/linux/http/vap2500_tools_command_exec,exploits,Normal,True,False,0.55,unix
CVE-2014-8499,auxiliary/admin/http/manageengine_pmp_privesc,auxiliary,Normal,True,False,0.55,
CVE-2014-8684,exploits/linux/http/seagate_nas_php_exec_noauth,exploits,Normal,True,False,0.55,php
CVE-2014-8686,exploits/linux/http/seagate_nas_php_exec_noauth,exploits,Normal,True,False,0.55,php
CVE-2014-8687,exploits/linux/http/seagate_nas_php_exec_noauth,exploits,Normal,True,False,0.55,php
CVE-2014-8799,auxiliary/scanner/http/wp_dukapress_file_read,auxiliary,Normal,True,False,0.55,
CVE-2014-9222,auxiliary/admin/http/allegro_rompager_auth_bypass,auxiliary,Normal,True,False,0.55,
CVE-2014-9222,auxiliary/scanner/http/allegro_rompager_misfortune_cookie,auxiliary,Normal,True,False,0.55,
CVE-2015-0002,exploits/windows/local/ntapphelpcachecontrol,exploits,Normal,True,False,0.55,win
CVE-2015-0240,auxiliary/scanner/smb/smb_uninit_cred,auxiliary,Normal,True,False,0.55,
CVE-2015-10133,auxiliary/scanner/http/wp_subscribe_comments_file_read,auxiliary,Normal,True,False,0.55,
CVE-2015-10134,auxiliary/scanner/http/wp_simple_backup_file_read,auxiliary,Normal,True,False,0.55,
CVE-2015-10136,auxiliary/scanner/http/wp_gimedia_library_file_read,auxiliary,Normal,True,False,0.55,
CVE-2015-10139,auxiliary/admin/http/wp_wplms_privilege_escalation,auxiliary,Normal,True,False,0.55,
CVE-2015-1187,exploits/linux/http/multi_ncc_ping_exec,exploits,Normal,True,False,0.55,linux
CVE-2015-1635,auxiliary/dos/http/ms15_034_ulonglongadd,auxiliary,Normal,True,False,0.55,
CVE-2015-1635,auxiliary/scanner/http/ms15_034_http_sys_memory_dump,auxiliary,Normal,True,False,0.55,
CVE-2015-1701,exploits/windows/local/ms15_051_client_copy_image,exploits,Normal,True,False,0.55,win
CVE-2015-2051,exploits/linux/http/dlink_hnap_header_exec_noauth,exploits,Normal,True,False,0.55,linux
CVE-2015-2673,auxiliary/admin/http/wp_easycart_privilege_escalation,auxiliary,Normal,True,False,0.55,
CVE-2015-2797,exploits/linux/http/airties_login_cgi_bof,exploits,Normal,True,False,0.55,linux
CVE-2015-3035,auxiliary/gather/tplink_archer_c7_traversal,auxiliary,Normal,True,False,0.55,
CVE-2015-4000,auxiliary/scanner/ssl/ssl_version,auxiliary,Normal,True,False,0.55,
CVE-2015-6522,auxiliary/admin/http/wp_symposium_sql_injection,auxiliary,Normal,True,False,0.55,
CVE-2015-7297,auxiliary/gather/joomla_contenthistory_sqli,auxiliary,Normal,True,False,0.55,
CVE-2015-7601,auxiliary/scanner/ftp/pcman_ftp_traversal,auxiliary,Normal,True,False,0.55,win
CVE-2015-7602,auxiliary/scanner/ftp/bison_ftp_traversal,auxiliary,Normal,True,False,0.55,win
CVE-2015-7603,auxiliary/scanner/ftp/konica_ftp_traversal,auxiliary,Normal,True,False,0.55,win
CVE-2015-7611,exploits/linux/smtp/apache_james_exec,exploits,Normal,True,False,0.55,linux
